m_lastLapTime,m_currentLapTime,m_bestLapTime,m_sector1Time,m_sector2Time,m_lapDistance,m_totalDistance,m_safetyCarDelta,m_carPosition,m_currentLapNum,m_pitStatus,m_sector,m_currentLapInvalid,m_penalties,m_gridPosition,m_driverStatus
0,43.7596321105957,0,0,0,-1203.858642578125,-1203.858642578125,0,8,1,0,2,0,0,19,3,2
0,43.86534118652344,0,0,0,-1197.65283203125,-1197.65283203125,0,8,1,0,2,0,0,19,3,2
0,43.95468521118164,0,0,0,-1192.48046875,-1192.48046875,0,8,1,0,2,0,0,19,3,2
0,44.06191635131836,0,0,0,-1186.25830078125,-1186.25830078125,0,8,1,0,2,0,0,19,3,2
0,44.152347564697266,0,0,0,-1181.006591796875,-1181.006591796875,0,8,1,0,2,0,0,19,3,2
0,44.28142166137695,0,0,0,-1173.360107421875,-1173.360107421875,0,8,1,0,2,0,0,19,3,2
0,44.367034912109375,0,0,0,-1167.923583984375,-1167.923583984375,0,8,1,0,2,0,0,19,3,2
0,44.475460052490234,0,0,0,-1160.968017578125,-1160.968017578125,0,8,1,0,2,0,0,19,3,2
0,44.56587219238281,0,0,0,-1155.09912109375,-1155.09912109375,0,8,1,0,2,0,0,19,3,2
0,44.675628662109375,0,0,0,-1147.96728515625,-1147.96728515625,0,8,1,0,2,0,0,19,3,2
0,44.78608322143555,0,0,0,-1140.74267578125,-1140.74267578125,0,8,1,0,2,0,0,19,3,2
0,44.876792907714844,0,0,0,-1134.890625,-1134.890625,0,8,1,0,2,0,0,19,3,2
0,44.98551559448242,0,0,0,-1127.69482421875,-1127.69482421875,0,8,1,0,2,0,0,19,3,2
0,45.0952262878418,0,0,0,-1120.50732421875,-1120.50732421875,0,8,1,0,2,0,0,19,3,2
0,45.20608139038086,0,0,0,-1113.190185546875,-1113.190185546875,0,8,1,0,2,0,0,19,3,2
0,45.298831939697266,0,0,0,-1107.0654296875,-1107.0654296875,0,8,1,0,2,0,0,19,3,2
0,45.41035842895508,0,0,0,-1099.705078125,-1099.705078125,0,8,1,0,2,0,0,19,3,2
0,45.5040168762207,0,0,0,-1093.536376953125,-1093.536376953125,0,8,1,0,2,0,0,19,3,2
0,45.617740631103516,0,0,0,-1086.06689453125,-1086.06689453125,0,8,1,0,2,0,0,19,3,2
0,45.71184158325195,0,0,0,-1079.939208984375,-1079.939208984375,0,8,1,0,2,0,0,19,3,2
0,45.80403518676758,0,0,0,-1073.919189453125,-1073.919189453125,0,8,1,0,2,0,0,19,3,2
0,45.915584564208984,0,0,0,-1066.5986328125,-1066.5986328125,0,8,1,0,2,0,0,19,3,2
0,46.025936126708984,0,0,0,-1059.297119140625,-1059.297119140625,0,8,1,0,2,0,0,19,3,2
0,46.11711502075195,0,0,0,-1053.1962890625,-1053.1962890625,0,8,1,0,2,0,0,19,3,2
0,46.20842742919922,0,0,0,-1047.0234375,-1047.0234375,0,8,1,0,2,0,0,19,3,2
0,46.320499420166016,0,0,0,-1039.536376953125,-1039.536376953125,0,8,1,0,2,0,0,19,3,2
0,46.42947006225586,0,0,0,-1032.168701171875,-1032.168701171875,0,8,1,0,2,0,0,19,3,2
0,46.520965576171875,0,0,0,-1025.892822265625,-1025.892822265625,0,8,1,0,2,0,0,19,3,2
0,46.632999420166016,0,0,0,-1018.192138671875,-1018.192138671875,0,8,1,0,2,0,0,19,3,2
0,46.74546813964844,0,0,0,-1010.46875,-1010.46875,0,8,1,0,2,0,0,19,3,2
0,46.85476303100586,0,0,0,-1002.916259765625,-1002.916259765625,0,8,1,0,2,0,0,19,3,2
0,46.96442413330078,0,0,0,-995.29345703125,-995.29345703125,0,8,1,0,2,0,0,19,3,2
0,47.05928039550781,0,0,0,-988.584716796875,-988.584716796875,0,8,1,0,2,0,0,19,3,2
0,47.17002868652344,0,0,0,-980.703369140625,-980.703369140625,0,8,1,0,2,0,0,19,3,2
0,47.26313781738281,0,0,0,-974.051513671875,-974.051513671875,0,8,1,0,2,0,0,19,3,2
0,47.35626220703125,0,0,0,-967.31103515625,-967.31103515625,0,8,1,0,2,0,0,19,3,2
0,47.47063064575195,0,0,0,-959.02685546875,-959.02685546875,0,8,1,0,2,0,0,19,3,2
0,47.58102798461914,0,0,0,-950.984619140625,-950.984619140625,0,8,1,0,2,0,0,19,3,2
0,47.676239013671875,0,0,0,-943.989501953125,-943.989501953125,0,8,1,0,2,0,0,19,3,2
0,47.788551330566406,0,0,0,-935.692138671875,-935.692138671875,0,8,1,0,2,0,0,19,3,2
0,47.88352584838867,0,0,0,-928.64794921875,-928.64794921875,0,8,1,0,2,0,0,19,3,2
0,47.998226165771484,0,0,0,-920.096435546875,-920.096435546875,0,8,1,0,2,0,0,19,3,2
0,48.09449005126953,0,0,0,-912.870361328125,-912.870361328125,0,8,1,0,2,0,0,19,3,2
0,48.191925048828125,0,0,0,-905.51806640625,-905.51806640625,0,8,1,0,2,0,0,19,3,2
0,48.31318664550781,0,0,0,-896.33642578125,-896.33642578125,0,8,1,0,2,0,0,19,3,2
0,48.41080856323242,0,0,0,-888.91650390625,-888.91650390625,0,8,1,0,2,0,0,19,3,2
0,48.511940002441406,0,0,0,-881.159912109375,-881.159912109375,0,8,1,0,2,0,0,19,3,2
0,48.613929748535156,0,0,0,-873.41064453125,-873.41064453125,0,8,1,0,2,0,0,19,3,2
0,48.714202880859375,0,0,0,-865.6455078125,-865.6455078125,0,8,1,0,2,0,0,19,3,2
0,48.8162727355957,0,0,0,-857.83349609375,-857.83349609375,0,8,1,0,2,0,0,19,3,2
0,48.936500549316406,0,0,0,-848.5322265625,-848.5322265625,0,8,1,0,2,0,0,19,3,2
0,49.036109924316406,0,0,0,-840.80224609375,-840.80224609375,0,8,1,0,2,0,0,19,3,2
0,49.1368408203125,0,0,0,-832.871337890625,-832.871337890625,0,8,1,0,2,0,0,19,3,2
0,49.23954772949219,0,0,0,-824.871337890625,-824.871337890625,0,8,1,0,2,0,0,19,3,2
0,49.34256362915039,0,0,0,-816.7421875,-816.7421875,0,8,1,0,2,0,0,19,3,2
0,49.44846725463867,0,0,0,-808.357666015625,-808.357666015625,0,8,1,0,2,0,0,19,3,2
0,49.55439758300781,0,0,0,-800.05029296875,-800.05029296875,0,8,1,0,2,0,0,19,3,2
0,49.65785217285156,0,0,0,-791.84326171875,-791.84326171875,0,8,1,0,2,0,0,19,3,2
0,49.762210845947266,0,0,0,-783.569091796875,-783.569091796875,0,8,1,0,2,0,0,19,3,2
0,49.865840911865234,0,0,0,-775.301513671875,-775.301513671875,0,8,1,0,2,0,0,19,3,2
0,49.968936920166016,0,0,0,-767.072265625,-767.072265625,0,8,1,0,2,0,0,19,3,2
0,50.071937561035156,0,0,0,-758.80517578125,-758.80517578125,0,8,1,0,2,0,0,19,3,2
0,50.17596435546875,0,0,0,-750.427734375,-750.427734375,0,8,1,0,2,0,0,19,3,2
0,50.27998352050781,0,0,0,-742.0244140625,-742.0244140625,0,8,1,0,2,0,0,19,3,2
0,50.384178161621094,0,0,0,-733.64208984375,-733.64208984375,0,8,1,0,2,0,0,19,3,2
0,50.48619842529297,0,0,0,-725.38232421875,-725.38232421875,0,8,1,0,2,0,0,19,3,2
0,50.58901596069336,0,0,0,-716.9853515625,-716.9853515625,0,8,1,0,2,0,0,19,3,2
0,50.693031311035156,0,0,0,-708.556640625,-708.556640625,0,8,1,0,2,0,0,19,3,2
0,50.79199981689453,0,0,0,-700.45068359375,-700.45068359375,0,8,1,0,2,0,0,19,3,2
0,50.89350128173828,0,0,0,-692.185791015625,-692.185791015625,0,8,1,0,2,0,0,19,3,2
0,50.993778228759766,0,0,0,-683.943603515625,-683.943603515625,0,8,1,0,2,0,0,19,3,2
0,51.1154899597168,0,0,0,-673.954833984375,-673.954833984375,0,8,1,0,2,0,0,19,3,2
0,51.216983795166016,0,0,0,-665.624755859375,-665.624755859375,0,8,1,0,2,0,0,19,3,2
0,51.31404113769531,0,0,0,-657.60498046875,-657.60498046875,0,8,1,0,2,0,0,19,3,2
0,51.41252899169922,0,0,0,-649.5224609375,-649.5224609375,0,8,1,0,2,0,0,19,3,2
