m_lastLapTime,m_currentLapTime,m_bestLapTime,m_sector1Time,m_sector2Time,m_lapDistance,m_totalDistance,m_safetyCarDelta,m_carPosition,m_currentLapNum,m_pitStatus,m_sector,m_currentLapInvalid,m_penalties,m_gridPosition,m_driverStatus
69.13204956054688,54.87672424316406,67.54792785644531,16.56378173828125,30.06988525390625,3484.9453125,12131.91796875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,54.979095458984375,67.54792785644531,16.56378173828125,30.06988525390625,3493.1953125,12140.16796875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,55.08135986328125,67.54792785644531,16.56378173828125,30.06988525390625,3501.5361328125,12148.5087890625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,55.186767578125,67.54792785644531,16.56378173828125,30.06988525390625,3510.0478515625,12157.0205078125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,55.29179000854492,67.54792785644531,16.56378173828125,30.06988525390625,3518.5478515625,12165.5205078125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,55.3961181640625,67.54792785644531,16.56378173828125,30.06988525390625,3527.05078125,12174.0234375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,55.50319290161133,67.54792785644531,16.56378173828125,30.06988525390625,3535.7509765625,12182.7236328125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,55.60669708251953,67.54792785644531,16.56378173828125,30.06988525390625,3544.1865234375,12191.1591796875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,55.73107147216797,67.54792785644531,16.56378173828125,30.06988525390625,3554.3466796875,12201.3193359375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,55.81224060058594,67.54792785644531,16.56378173828125,30.06988525390625,3560.9931640625,12207.9658203125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,55.93758010864258,67.54792785644531,16.56378173828125,30.06988525390625,3571.31640625,12218.2890625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,56.020050048828125,67.54792785644531,16.56378173828125,30.06988525390625,3578.126953125,12225.099609375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,56.14689254760742,67.54792785644531,16.56378173828125,30.06988525390625,3588.5693359375,12235.5419921875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,56.23093032836914,67.54792785644531,16.56378173828125,30.06988525390625,3595.560546875,12242.533203125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,56.35669708251953,67.54792785644531,16.56378173828125,30.06988525390625,3605.87890625,12252.8515625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,56.439151763916016,67.54792785644531,16.56378173828125,30.06988525390625,3612.7578125,12259.73046875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,56.54340362548828,67.54792785644531,16.56378173828125,30.06988525390625,3621.4365234375,12268.4091796875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,56.66685485839844,67.54792785644531,16.56378173828125,30.06988525390625,3631.5849609375,12278.5576171875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,56.76668167114258,67.54792785644531,16.56378173828125,30.06988525390625,3639.96875,12286.94140625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,56.868370056152344,67.54792785644531,16.56378173828125,30.06988525390625,3648.40625,12295.37890625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,56.967491149902344,67.54792785644531,16.56378173828125,30.06988525390625,3656.6943359375,12303.6669921875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,57.06682586669922,67.54792785644531,16.56378173828125,30.06988525390625,3664.939453125,12311.912109375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,57.18480682373047,67.54792785644531,16.56378173828125,30.06988525390625,3674.814453125,12321.787109375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,57.28250503540039,67.54792785644531,16.56378173828125,30.06988525390625,3683.01171875,12329.984375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,57.38138961791992,67.54792785644531,16.56378173828125,30.06988525390625,3691.3046875,12338.27734375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,57.49879837036133,67.54792785644531,16.56378173828125,30.06988525390625,3701.154296875,12348.126953125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,57.595497131347656,67.54792785644531,16.56378173828125,30.06988525390625,3708.990234375,12355.962890625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,57.7110595703125,67.54792785644531,16.56378173828125,30.06988525390625,3718.060546875,12365.033203125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,57.81058120727539,67.54792785644531,16.56378173828125,30.06988525390625,3725.498046875,12372.470703125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,57.9261360168457,67.54792785644531,16.56378173828125,30.06988525390625,3733.7822265625,12380.7548828125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,58.0247917175293,67.54792785644531,16.56378173828125,30.06988525390625,3740.55859375,12387.53125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,58.14258575439453,67.54792785644531,16.56378173828125,30.06988525390625,3748.2802734375,12395.2529296875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,58.241058349609375,67.54792785644531,16.56378173828125,30.06988525390625,3754.5068359375,12401.4794921875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,58.35948944091797,67.54792785644531,16.56378173828125,30.06988525390625,3761.90234375,12408.875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,58.46010971069336,67.54792785644531,16.56378173828125,30.06988525390625,3768.19140625,12415.1640625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,58.57820129394531,67.54792785644531,16.56378173828125,30.06988525390625,3775.8603515625,12422.8330078125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,58.67548370361328,67.54792785644531,16.56378173828125,30.06988525390625,3782.146484375,12429.119140625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,58.79206466674805,67.54792785644531,16.56378173828125,30.06988525390625,3789.845703125,12436.818359375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,58.88766098022461,67.54792785644531,16.56378173828125,30.06988525390625,3796.193359375,12443.166015625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,59.000091552734375,67.54792785644531,16.56378173828125,30.06988525390625,3803.7451171875,12450.7177734375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,59.09532928466797,67.54792785644531,16.56378173828125,30.06988525390625,3810.125,12457.09765625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,59.21177291870117,67.54792785644531,16.56378173828125,30.06988525390625,3817.833984375,12464.806640625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,59.32622146606445,67.54792785644531,16.56378173828125,30.06988525390625,3825.203125,12472.17578125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,59.41679763793945,67.54792785644531,16.56378173828125,30.06988525390625,3830.921875,12477.89453125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,59.52625274658203,67.54792785644531,16.56378173828125,30.06988525390625,3837.7841796875,12484.7568359375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,59.63456726074219,67.54792785644531,16.56378173828125,30.06988525390625,3844.3916015625,12491.3642578125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,59.72602081298828,67.54792785644531,16.56378173828125,30.06988525390625,3849.9619140625,12496.9345703125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,59.83526611328125,67.54792785644531,16.56378173828125,30.06988525390625,3856.67578125,12503.6484375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,59.92708206176758,67.54792785644531,16.56378173828125,30.06988525390625,3862.3720703125,12509.3447265625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,60.0185661315918,67.54792785644531,16.56378173828125,30.06988525390625,3868.1806640625,12515.1533203125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,60.13020706176758,67.54792785644531,16.56378173828125,30.06988525390625,3875.3583984375,12522.3310546875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,60.240779876708984,67.54792785644531,16.56378173828125,30.06988525390625,3882.560546875,12529.533203125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,60.33476257324219,67.54792785644531,16.56378173828125,30.06988525390625,3888.7568359375,12535.7294921875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,60.444740295410156,67.54792785644531,16.56378173828125,30.06988525390625,3896.08203125,12543.0546875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,60.53792190551758,67.54792785644531,16.56378173828125,30.06988525390625,3902.361328125,12549.333984375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,60.650794982910156,67.54792785644531,16.56378173828125,30.06988525390625,3910.03515625,12557.0078125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,60.74477767944336,67.54792785644531,16.56378173828125,30.06988525390625,3916.466796875,12563.439453125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,60.838104248046875,67.54792785644531,16.56378173828125,30.06988525390625,3922.9619140625,12569.9345703125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,60.951133728027344,67.54792785644531,16.56378173828125,30.06988525390625,3930.8037109375,12577.7763671875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,61.04487991333008,67.54792785644531,16.56378173828125,30.06988525390625,3937.3681640625,12584.3408203125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,61.15943145751953,67.54792785644531,16.56378173828125,30.06988525390625,3945.099609375,12592.072265625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,61.25577163696289,67.54792785644531,16.56378173828125,30.06988525390625,3951.2158203125,12598.1884765625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,61.372642517089844,67.54792785644531,16.56378173828125,30.06988525390625,3958.2509765625,12605.2236328125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,61.469600677490234,67.54792785644531,16.56378173828125,30.06988525390625,3963.798828125,12610.771484375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,61.58433532714844,67.54792785644531,16.56378173828125,30.06988525390625,3970.0576171875,12617.0302734375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,61.67844772338867,67.54792785644531,16.56378173828125,30.06988525390625,3974.9423828125,12621.9150390625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,61.79117202758789,67.54792785644531,16.56378173828125,30.06988525390625,3980.5244140625,12627.4970703125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,61.88539123535156,67.54792785644531,16.56378173828125,30.06988525390625,3984.9931640625,12631.9658203125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,61.99869918823242,67.54792785644531,16.56378173828125,30.06988525390625,3990.154296875,12637.126953125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,62.09186553955078,67.54792785644531,16.56378173828125,30.06988525390625,3994.787109375,12641.759765625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,62.20305633544922,67.54792785644531,16.56378173828125,30.06988525390625,4000.6669921875,12647.6396484375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,62.29552459716797,67.54792785644531,16.56378173828125,30.06988525390625,4006.005859375,12652.978515625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,62.40623474121094,67.54792785644531,16.56378173828125,30.06988525390625,4012.923828125,12659.896484375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,62.49772644042969,67.54792785644531,16.56378173828125,30.06988525390625,4017.998046875,12664.970703125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,62.6260871887207,67.54792785644531,16.56378173828125,30.06988525390625,4024.34765625,12671.3203125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,62.7144775390625,67.54792785644531,16.56378173828125,30.06988525390625,4028.328125,12675.30078125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,62.8223991394043,67.54792785644531,16.56378173828125,30.06988525390625,4032.861328125,12679.833984375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,62.912715911865234,67.54792785644531,16.56378173828125,30.06988525390625,4036.7841796875,12683.7568359375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,63.02419662475586,67.54792785644531,16.56378173828125,30.06988525390625,4041.7001953125,12688.6728515625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,63.13258743286133,67.54792785644531,16.56378173828125,30.06988525390625,4046.6171875,12693.58984375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,63.24140167236328,67.54792785644531,16.56378173828125,30.06988525390625,4051.654296875,12698.626953125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,63.335472106933594,67.54792785644531,16.56378173828125,30.06988525390625,4056.103515625,12703.076171875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,63.44351577758789,67.54792785644531,16.56378173828125,30.06988525390625,4061.2666015625,12708.2392578125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,63.55303955078125,67.54792785644531,16.56378173828125,30.06988525390625,4066.615234375,12713.587890625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,63.6451416015625,67.54792785644531,16.56378173828125,30.06988525390625,4071.177734375,12718.150390625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,63.755393981933594,67.54792785644531,16.56378173828125,30.06988525390625,4076.732421875,12723.705078125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,63.84785842895508,67.54792785644531,16.56378173828125,30.06988525390625,4081.4736328125,12728.4462890625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,63.95969772338867,67.54792785644531,16.56378173828125,30.06988525390625,4087.318359375,12734.291015625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,64.05279541015625,67.54792785644531,16.56378173828125,30.06988525390625,4092.2890625,12739.26171875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,64.1463394165039,67.54792785644531,16.56378173828125,30.06988525390625,4097.38671875,12744.359375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,64.26025390625,67.54792785644531,16.56378173828125,30.06988525390625,4103.626953125,12750.599609375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,64.37278747558594,67.54792785644531,16.56378173828125,30.06988525390625,4109.9658203125,12756.9384765625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,64.46715545654297,67.54792785644531,16.56378173828125,30.06988525390625,4115.314453125,12762.287109375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,64.58036041259766,67.54792785644531,16.56378173828125,30.06988525390625,4121.912109375,12768.884765625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,64.67548370361328,67.54792785644531,16.56378173828125,30.06988525390625,4127.505859375,12774.478515625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,64.79043579101562,67.54792785644531,16.56378173828125,30.06988525390625,4134.4013671875,12781.3740234375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,64.8852767944336,67.54792785644531,16.56378173828125,30.06988525390625,4140.169921875,12787.142578125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,64.99933624267578,67.54792785644531,16.56378173828125,30.06988525390625,4147.21484375,12794.1875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,65.09646606445312,67.54792785644531,16.56378173828125,30.06988525390625,4153.2939453125,12800.2666015625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,65.21354675292969,67.54792785644531,16.56378173828125,30.06988525390625,4160.712890625,12807.685546875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,65.31416320800781,67.54792785644531,16.56378173828125,30.06988525390625,4167.1865234375,12814.1591796875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,65.43424224853516,67.54792785644531,16.56378173828125,30.06988525390625,4175.0625,12822.03515625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,65.53504180908203,67.54792785644531,16.56378173828125,30.06988525390625,4181.701171875,12828.673828125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,65.63480377197266,67.54792785644531,16.56378173828125,30.06988525390625,4188.375,12835.34765625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,65.73597717285156,67.54792785644531,16.56378173828125,30.06988525390625,4195.2060546875,12842.1787109375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,65.83673858642578,67.54792785644531,16.56378173828125,30.06988525390625,4202.05078125,12849.0234375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,65.93743896484375,67.54792785644531,16.56378173828125,30.06988525390625,4209.01171875,12855.984375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,66.03941345214844,67.54792785644531,16.56378173828125,30.06988525390625,4216.095703125,12863.068359375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,66.14059448242188,67.54792785644531,16.56378173828125,30.06988525390625,4223.1806640625,12870.1533203125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,66.2426986694336,67.54792785644531,16.56378173828125,30.06988525390625,4230.4248046875,12877.3974609375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,66.34479522705078,67.54792785644531,16.56378173828125,30.06988525390625,4237.6259765625,12884.5986328125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,66.44586944580078,67.54792785644531,16.56378173828125,30.06988525390625,4244.87890625,12891.8515625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,66.54867553710938,67.54792785644531,16.56378173828125,30.06988525390625,4252.2900390625,12899.2626953125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,66.64991760253906,67.54792785644531,16.56378173828125,30.06988525390625,4259.685546875,12906.658203125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,66.75216674804688,67.54792785644531,16.56378173828125,30.06988525390625,4267.142578125,12914.115234375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,66.85347747802734,67.54792785644531,16.56378173828125,30.06988525390625,4274.615234375,12921.587890625,0,1,3,0,2,0,0,19,1,2
69.13204956054688,66.9554214477539,67.54792785644531,16.56378173828125,30.06988525390625,4282.1650390625,12929.1376953125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,67.05664825439453,67.54792785644531,16.56378173828125,30.06988525390625,4289.734375,12936.70703125,0,1,3,0,2,0,0,19,1,2
69.13204956054688,67.158935546875,67.54792785644531,16.56378173828125,30.06988525390625,4297.40234375,12944.375,0,1,3,0,2,0,0,19,1,2
69.13204956054688,67.26155853271484,67.54792785644531,16.56378173828125,30.06988525390625,4305.1328125,12952.10546875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,67.36347961425781,67.54792785644531,16.56378173828125,30.06988525390625,4312.8515625,12959.82421875,0,1,3,0,2,0,0,19,1,2
69.13204956054688,67.4652099609375,67.54792785644531,16.56378173828125,30.06988525390625,4320.61328125,12967.5859375,0,1,3,0,2,0,0,19,1,2
67.50927734375,0.0815911591053009,67.50927734375,0,0,6.5751953125,12977.0341796875,0,1,4,0,0,0,0,19,1,2
67.50927734375,0.18240922689437866,67.50927734375,0,0,14.353515625,12984.8125,0,1,4,0,0,0,0,19,1,2
67.50927734375,0.2843952476978302,67.50927734375,0,0,22.2294921875,12992.6884765625,0,1,4,0,0,0,0,19,1,2
67.50927734375,0.38520145416259766,67.50927734375,0,0,30.095703125,13000.5546875,0,1,4,0,0,0,0,19,1,2
67.50927734375,0.48862600326538086,67.50927734375,0,0,38.2099609375,13008.6689453125,0,1,4,0,0,0,0,19,1,2
67.50927734375,0.5915383696556091,67.50927734375,0,0,46.2734375,13016.732421875,0,1,4,0,0,0,0,19,1,2
67.50927734375,0.6943180561065674,67.50927734375,0,0,54.388671875,13024.84765625,0,1,4,0,0,0,0,19,1,2
67.50927734375,0.7976330518722534,67.50927734375,0,0,62.5712890625,13033.0302734375,0,1,4,0,0,0,0,19,1,2
67.50927734375,0.9019337296485901,67.50927734375,0,0,70.8876953125,13041.3466796875,0,1,4,0,0,0,0,19,1,2
67.50927734375,1.0259288549423218,67.50927734375,0,0,80.783203125,13051.2421875,0,1,4,0,0,0,0,19,1,2
67.50927734375,1.1096463203430176,67.50927734375,0,0,87.49609375,13057.955078125,0,1,4,0,0,0,0,19,1,2
67.50927734375,1.2135257720947266,67.50927734375,0,0,95.87109375,13066.330078125,0,1,4,0,0,0,0,19,1,2
67.50927734375,1.319059133529663,67.50927734375,0,0,104.3759765625,13074.8349609375,0,1,4,0,0,0,0,19,1,2
67.50927734375,1.4224339723587036,67.50927734375,0,0,112.6796875,13083.138671875,0,1,4,0,0,0,0,19,1,2
67.50927734375,1.5239274501800537,67.50927734375,0,0,121.0166015625,13091.4755859375,0,1,4,0,0,0,0,19,1,2
67.50927734375,1.6272324323654175,67.50927734375,0,0,129.39453125,13099.853515625,0,1,4,0,0,0,0,19,1,2
67.50927734375,1.7492660284042358,67.50927734375,0,0,139.3642578125,13109.8232421875,0,1,4,0,0,0,0,19,1,2
67.50927734375,1.8508126735687256,67.50927734375,0,0,147.701171875,13118.16015625,0,1,4,0,0,0,0,19,1,2
67.50927734375,1.9524526596069336,67.50927734375,0,0,156.0439453125,13126.5029296875,0,1,4,0,0,0,0,19,1,2
67.50927734375,2.0525295734405518,67.50927734375,0,0,164.2734375,13134.732421875,0,1,4,0,0,0,0,19,1,2
67.50927734375,2.173353910446167,67.50927734375,0,0,174.2666015625,13144.7255859375,0,1,4,0,0,0,0,19,1,2
67.50927734375,2.26914381980896,67.50927734375,0,0,182.1669921875,13152.6259765625,0,1,4,0,0,0,0,19,1,2
67.50927734375,2.365095376968384,67.50927734375,0,0,190.1083984375,13160.5673828125,0,1,4,0,0,0,0,19,1,2
67.50927734375,2.479527473449707,67.50927734375,0,0,199.6845703125,13170.1435546875,0,1,4,0,0,0,0,19,1,2
67.50927734375,2.5770351886749268,67.50927734375,0,0,207.8310546875,13178.2900390625,0,1,4,0,0,0,0,19,1,2
67.50927734375,2.693819761276245,67.50927734375,0,0,217.6416015625,13188.1005859375,0,1,4,0,0,0,0,19,1,2
67.50927734375,2.7926576137542725,67.50927734375,0,0,225.908203125,13196.3671875,0,1,4,0,0,0,0,19,1,2
67.50927734375,2.8894729614257812,67.50927734375,0,0,234.0546875,13204.513671875,0,1,4,0,0,0,0,19,1,2
67.50927734375,3.0056798458099365,67.50927734375,0,0,243.7861328125,13214.2451171875,0,1,4,0,0,0,0,19,1,2
67.50927734375,3.1010749340057373,67.50927734375,0,0,251.818359375,13222.27734375,0,1,4,0,0,0,0,19,1,2
67.50927734375,3.196798801422119,67.50927734375,0,0,259.890625,13230.349609375,0,1,4,0,0,0,0,19,1,2
67.50927734375,3.308906316757202,67.50927734375,0,0,269.36328125,13239.822265625,0,1,4,0,0,0,0,19,1,2
67.50927734375,3.4017112255096436,67.50927734375,0,0,277.1826171875,13247.6416015625,0,1,4,0,0,0,0,19,1,2
67.50927734375,3.512164354324341,67.50927734375,0,0,286.54296875,13257.001953125,0,1,4,0,0,0,0,19,1,2
67.50927734375,3.6218137741088867,67.50927734375,0,0,295.8330078125,13266.2919921875,0,1,4,0,0,0,0,19,1,2
67.50927734375,3.7130372524261475,67.50927734375,0,0,303.58984375,13274.048828125,0,1,4,0,0,0,0,19,1,2
67.50927734375,3.822634696960449,67.50927734375,0,0,312.9326171875,13283.3916015625,0,1,4,0,0,0,0,19,1,2
67.50927734375,3.9324426651000977,67.50927734375,0,0,322.2890625,13292.748046875,0,1,4,0,0,0,0,19,1,2
67.50927734375,4.024025917053223,67.50927734375,0,0,330.2177734375,13300.6767578125,0,1,4,0,0,0,0,19,1,2
67.50927734375,4.136974334716797,67.50927734375,0,0,339.767578125,13310.2265625,0,1,4,0,0,0,0,19,1,2
67.50927734375,4.246309757232666,67.50927734375,0,0,349.1162109375,13319.5751953125,0,1,4,0,0,0,0,19,1,2
67.50927734375,4.339529991149902,67.50927734375,0,0,356.8720703125,13327.3310546875,0,1,4,0,0,0,0,19,1,2
67.50927734375,4.450592041015625,67.50927734375,0,0,365.634765625,13336.09375,0,1,4,0,0,0,0,19,1,2
67.50927734375,4.560136318206787,67.50927734375,0,0,373.8115234375,13344.2705078125,0,1,4,0,0,0,0,19,1,2
67.50927734375,4.6531267166137695,67.50927734375,0,0,380.3828125,13350.841796875,0,1,4,0,0,0,0,19,1,2
67.50927734375,4.765385150909424,67.50927734375,0,0,387.8671875,13358.326171875,0,1,4,0,0,0,0,19,1,2
67.50927734375,4.8583502769470215,67.50927734375,0,0,393.708984375,13364.16796875,0,1,4,0,0,0,0,19,1,2
67.50927734375,4.969449043273926,67.50927734375,0,0,400.34375,13370.802734375,0,1,4,0,0,0,0,19,1,2
67.50927734375,5.061460494995117,67.50927734375,0,0,405.5947265625,13376.0537109375,0,1,4,0,0,0,0,19,1,2
67.50927734375,5.172285556793213,67.50927734375,0,0,411.5849609375,13382.0439453125,0,1,4,0,0,0,0,19,1,2
67.50927734375,5.263251781463623,67.50927734375,0,0,416.2890625,13386.748046875,0,1,4,0,0,0,0,19,1,2
67.50927734375,5.37190055847168,67.50927734375,0,0,421.673828125,13392.1328125,0,1,4,0,0,0,0,19,1,2
67.50927734375,5.480572700500488,67.50927734375,0,0,426.79296875,13397.251953125,0,1,4,0,0,0,0,19,1,2
67.50927734375,5.570381164550781,67.50927734375,0,0,430.7822265625,13401.2412109375,0,1,4,0,0,0,0,19,1,2
67.50927734375,5.67742919921875,67.50927734375,0,0,435.27734375,13405.736328125,0,1,4,0,0,0,0,19,1,2
67.50927734375,5.784287929534912,67.50927734375,0,0,439.4853515625,13409.9443359375,0,1,4,0,0,0,0,19,1,2
67.50927734375,5.877166748046875,67.50927734375,0,0,442.9296875,13413.388671875,0,1,4,0,0,0,0,19,1,2
67.50927734375,5.970695495605469,67.50927734375,0,0,446.1669921875,13416.6259765625,0,1,4,0,0,0,0,19,1,2
67.50927734375,6.08524751663208,67.50927734375,0,0,450.8125,13421.271484375,0,1,4,0,0,0,0,19,1,2
67.50927734375,6.191468715667725,67.50927734375,0,0,456.4892578125,13426.9482421875,0,1,4,0,0,0,0,19,1,2
67.50927734375,6.299745082855225,67.50927734375,0,0,464.0615234375,13434.5205078125,0,1,4,0,0,0,0,19,1,2
67.50927734375,6.395509243011475,67.50927734375,0,0,470.5888671875,13441.0478515625,0,1,4,0,0,0,0,19,1,2
67.50927734375,6.510654449462891,67.50927734375,0,0,476.7109375,13447.169921875,0,1,4,0,0,0,0,19,1,2
67.50927734375,6.605443954467773,67.50927734375,0,0,479.96484375,13450.423828125,0,1,4,0,0,0,0,19,1,2
67.50927734375,6.720966815948486,67.50927734375,0,0,483.888671875,13454.34765625,0,1,4,0,0,0,0,19,1,2
67.50927734375,6.817735195159912,67.50927734375,0,0,487.3408203125,13457.7998046875,0,1,4,0,0,0,0,19,1,2
67.50927734375,6.9337687492370605,67.50927734375,0,0,491.595703125,13462.0546875,0,1,4,0,0,0,0,19,1,2
67.50927734375,7.030738830566406,67.50927734375,0,0,495.2890625,13465.748046875,0,1,4,0,0,0,0,19,1,2
67.50927734375,7.12930965423584,67.50927734375,0,0,499.2333984375,13469.6923828125,0,1,4,0,0,0,0,19,1,2
67.50927734375,7.248210430145264,67.50927734375,0,0,504.2177734375,13474.6767578125,0,1,4,0,0,0,0,19,1,2
67.50927734375,7.3474273681640625,67.50927734375,0,0,508.53515625,13478.994140625,0,1,4,0,0,0,0,19,1,2
67.50927734375,7.446357250213623,67.50927734375,0,0,512.9990234375,13483.4580078125,0,1,4,0,0,0,0,19,1,2
67.50927734375,7.567237854003906,67.50927734375,0,0,518.69140625,13489.150390625,0,1,4,0,0,0,0,19,1,2
67.50927734375,7.666498184204102,67.50927734375,0,0,523.423828125,13493.8828125,0,1,4,0,0,0,0,19,1,2
67.50927734375,7.765951156616211,67.50927734375,0,0,528.3154296875,13498.7744140625,0,1,4,0,0,0,0,19,1,2
67.50927734375,7.868545055389404,67.50927734375,0,0,533.4638671875,13503.9228515625,0,1,4,0,0,0,0,19,1,2
67.50927734375,7.970569133758545,67.50927734375,0,0,538.6640625,13509.123046875,0,1,4,0,0,0,0,19,1,2
67.50927734375,8.092805862426758,67.50927734375,0,0,544.98828125,13515.447265625,0,1,4,0,0,0,0,19,1,2
67.50927734375,8.193892478942871,67.50927734375,0,0,550.3388671875,13520.7978515625,0,1,4,0,0,0,0,19,1,2
