m_worldPositionX,m_worldPositionY,m_worldPositionZ,m_worldVelocityX,m_worldVelocityY,m_worldVelocityZ,m_worldForwardDirX,m_worldForwardDirY,m_worldForwardDirZ,m_worldRightDirX,m_worldRightDirY,m_worldRightDirZ,m_gForceLateral,m_gForceLongitudinal,m_gForceVertical,m_yaw,m_pitch
609.3048706054688,-39.86577606201172,135.16952514648438,-60.92306137084961,-0.8320534825325012,17.1158447265625,46468,26622,21538,47581,40444,47748,-0.36715835332870483,0.7487500309944153,0.08973319083452225,-1.2996156215667725,-0.019144535064697266,0.026482516899704933
603.1011962890625,-39.95637512207031,136.89990234375,-61.66535949707031,-0.9862406849861145,17.128929138183594,42116,11774,5154,64477,27644,43652,-0.06945175677537918,0.7190590500831604,-0.13271665573120117,-1.301693081855774,-0.021223068237304688,0.028015686199069023
595.5370483398438,-40.07899475097656,139.00572204589844,-62.420799255371094,-0.9799430966377258,17.476268768310547,50052,12798,34082,35549,27388,51588,0.22437311708927155,0.6663158535957336,0.13966712355613708,-1.2981188297271729,-0.02116525173187256,0.02802562341094017
590.4732666015625,-40.15824508666992,140.43344116210938,-62.8514404296875,-0.9660336971282959,17.860307693481445,61316,17150,8483,61148,22012,63108,0.3708857595920563,0.5945311188697815,0.1190476194024086,-1.2931759357452393,-0.02097022533416748,0.028681863099336624
583.83984375,-40.26076126098633,142.34185791015625,-63.44608688354492,-1.0683257579803467,18.48203468322754,13445,8190,3364,1244,12540,14981,0.42291104793548584,0.7159959077835083,-0.19556879997253418,-1.285718321800232,-0.022477149963378906,0.0297904834151268
577.153564453125,-40.37602996826172,144.3122100830078,-64.02916717529297,-1.1164720058441162,19.058298110961914,28293,3582,52772,17115,26108,29317,0.31210124492645264,0.6927886009216309,-0.058861687779426575,-1.279549479484558,-0.022715449333190918,0.028187988325953484
570.4951782226562,-40.4845085144043,146.30609130859375,-64.64237213134766,-0.9620500206947327,19.430797576904297,32901,20990,3621,65498,41724,34181,0.08305396884679794,0.6723862290382385,0.10746768116950989,-1.2774394750595093,-0.02021348476409912,0.0263191070407629
563.86767578125,-40.58307647705078,148.29486083984375,-65.30435943603516,-0.979943573474884,19.527097702026367,25989,20222,46628,22491,43516,27269,-0.1862262636423111,0.6549242734909058,-0.01058066077530384,-1.2802330255508423,-0.0201796293258667,0.02609986811876297
556.868896484375,-40.697792053222656,150.37486267089844,-66.01287078857422,-1.2319239377975464,19.487560272216797,14213,60413,5156,64219,59388,14469,-0.2565806806087494,0.6354497075080872,-0.3475373685359955,-1.2854185104370117,-0.02245151996612549,0.024212365970015526
550.2293090820312,-40.82339096069336,152.32046508789062,-66.68284606933594,-1.2291959524154663,19.393754959106445,4997,62205,39715,29148,23549,4997,-0.2889185845851898,0.619256317615509,0.04799480736255646,-1.2891868352890015,-0.021178126335144043,0.020663322880864143
543.255859375,-40.94310760498047,154.3317413330078,-67.3693618774414,-1.0537621974945068,19.268898010253906,60292,17662,4899,63196,27389,60548,-0.30504390597343445,0.6021060347557068,0.18777817487716675,-1.2934529781341553,-0.018596291542053223,0.02021302655339241
536.2130737304688,-41.04836654663086,156.32855224609375,-68.03242492675781,-1.043952226638794,19.132829666137695,49028,23038,31010,37085,29693,49540,-0.27849406003952026,0.5810027718544006,-0.14204055070877075,-1.2983200550079346,-0.017832517623901367,0.01995224319398403
529.2485961914062,-41.150718688964844,158.27471923828125,-68.64160919189453,-0.999965488910675,19.08271026611328,42372,25086,7202,61149,23037,42884,-0.15800151228904724,0.5653671622276306,-0.08868581056594849,-1.3013008832931519,-0.01774156093597412,0.02073025144636631
521.9575805664062,-41.26039123535156,160.2954864501953,-69.2220458984375,-1.0829132795333862,19.150806427001953,41860,17406,4642,63709,19709,42372,-0.04499483481049538,0.5539873242378235,-0.07986512035131454,-1.3016184568405151,-0.018734455108642578,0.021142102777957916
514.4757690429688,-41.37866973876953,162.36447143554688,-69.7783432006836,-1.0973668098449707,19.29642105102539,43140,15870,8994,59869,7677,43652,0.010284959338605404,0.5393458008766174,0.008607412688434124,-1.301127314567566,-0.019302010536193848,0.02256656624376774
505.88525390625,-41.510433197021484,164.7412567138672,-70.3825912475586,-1.0386077165603638,19.47686004638672,43396,24318,10274,57821,22781,43908,-0.0030223506037145853,0.517973780632019,0.046703267842531204,-1.3008986711502075,-0.01785910129547119,0.02076614834368229
498.7088317871094,-41.61722946166992,166.72621154785156,-70.87682342529297,-1.0595084428787231,19.590429306030273,42372,24318,7458,60893,16125,43140,-0.035703837871551514,0.5030972957611084,0.010967147536575794,-1.301288366317749,-0.01805555820465088,0.02156943827867508
491.48638916015625,-41.72297668457031,168.72048950195312,-71.35580444335938,-1.0090856552124023,19.68031883239746,40580,27390,1058,1758,13053,41348,-0.04026796296238899,0.46754249930381775,0.07921560853719711,-1.3020786046981812,-0.01777040958404541,0.021921053528785706
482.7807312011719,-41.85065841674805,171.1187744140625,-71.89690399169922,-1.0809098482131958,19.791507720947266,39556,26110,61985,6622,4861,40324,-0.015832088887691498,0.45338958501815796,0.06401781737804413,-1.3026642799377441,-0.018195152282714844,0.022916465997695923
476.79473876953125,-41.93492126464844,172.76649475097656,-72.24317169189453,-0.9669592380523682,19.892627716064453,40068,31998,64545,4062,57852,41348,0.02461998350918293,0.43432971835136414,0.09001845121383667,-1.3023648262023926,-0.017910122871398926,0.024398474022746086
467.955810546875,-42.047767639160156,175.20407104492188,-72.71082305908203,-0.7245920300483704,20.091388702392578,42628,60926,8994,59357,39164,44676,0.08361019939184189,0.40785694122314453,0.4302244782447815,-1.3011046648025513,-0.015202641487121582,0.026633424684405327
460.5763854980469,-42.11713409423828,177.2476806640625,-72.99674987792969,-0.6674745678901672,20.263601303100586,45700,8447,20514,47581,35580,48004,0.08891059458255768,-0.48333489894866943,0.11738899350166321,-1.2996368408203125,-0.013867020606994629,0.027071798220276833
453.1758117675781,-42.17597961425781,179.3074951171875,-73.36841583251953,-0.5045799612998962,20.4737548828125,48772,25343,32034,35293,57596,50820,0.10620030760765076,0.4346421957015991,0.1428370326757431,-1.2981488704681396,-0.01122581958770752,0.02442033588886261
445.80126953125,-42.2182502746582,181.37075805664062,-73.7422103881836,-0.32237181067466736,20.68475341796875,51588,43007,42274,24797,36604,54404,0.10644159466028214,0.4134049713611603,0.28954896330833435,-1.2968512773513794,-0.009914398193359375,0.026930522173643112
438.2322082519531,-42.241798400878906,183.49929809570312,-74.113525390625,-0.16445870697498322,20.89384651184082,54404,63487,52514,14045,46076,57220,0.103949636220932,0.4052739143371582,0.11715779453516006,-1.295502781867981,-0.0072896480560302734,0.025802772492170334
430.5744323730469,-42.252845764160156,185.66368103027344,-74.4729995727539,-0.06546863168478012,21.10097885131836,57476,7936,63266,3037,60668,59780,0.10089561343193054,0.39402341842651367,0.07910286635160446,-1.2941536903381348,-0.005660653114318848,0.02407495118677616
422.93572998046875,-42.256282806396484,187.8333282470703,-74.81852722167969,-0.015550396405160427,21.300477981567383,60292,13312,7971,58076,62972,62852,0.09110909700393677,0.38139453530311584,0.02897821180522442,-1.2928636074066162,-0.005002856254577637,0.02380315400660038
415.2539978027344,-42.254295349121094,190.02456665039062,-75.15886688232422,0.02329019084572792,21.480083465576172,62596,14336,15395,50652,62972,64900,0.08233651518821716,0.3704097867012024,-0.10883535444736481,-1.2919261455535889,-0.004901409149169922,0.023784266784787178
407.538330078125,-42.26036071777344,192.2339630126953,-75.48973083496094,-0.09573723375797272,21.656898498535156,64388,6912,22307,43740,9469,901,0.07337010651826859,0.36092105507850647,0.006545051466673613,-1.2910864353179932,-0.005350470542907715,0.02235139161348343
399.8222961425781,-42.26568603515625,194.45164489746094,-75.80919647216797,-0.07330378890037537,21.831584930419922,1413,4096,31267,35036,64508,3717,0.08513782173395157,0.3502579629421234,-0.23070234060287476,-1.2899950742721558,-0.006053924560546875,0.02359609864652157
392.0913391113281,-42.27906036376953,196.68301391601562,-76.11488342285156,-0.08874627202749252,22.019929885864258,4229,5632,40995,25308,13309,6277,0.11534179002046585,0.3428523540496826,0.21462006866931915,-1.2887741327285767,-0.005427718162536621,0.021886702626943588
384.26165771484375,-42.281124114990234,198.95309448242188,-76.41699981689453,0.05387812480330467,22.192045211791992,7301,18176,51491,14556,13565,9349,0.07203901559114456,0.33107757568359375,0.1961245983839035,-1.2874484062194824,-0.004014134407043457,0.021853456273674965
376.15740966796875,-42.27817153930664,201.30804443359375,-76.74016571044922,-0.002673553302884102,22.291255950927734,6789,17152,49443,16604,15869,8837,-0.04748520627617836,0.32220906019210815,-0.0037515531294047832,-1.2877129316329956,-0.004043221473693848,0.021588051691651344
368.2563171386719,-42.276187896728516,203.60089111328125,-77.05741119384766,0.009267585352063179,22.341787338256836,3717,14848,38947,26844,32253,5509,-0.04501832276582718,0.31247812509536743,-0.07103759050369263,-1.288985013961792,-0.0037566423416137695,0.01962674781680107
360.16717529296875,-42.274986267089844,205.94528198242188,-77.361083984375,0.006322119385004044,22.42897605895996,4485,19200,41251,24540,11261,6533,0.035752274096012115,0.30416059494018555,-0.028102079406380653,-1.2887006998062134,-0.003957629203796387,0.022155018523335457
352.0172424316406,-42.2672004699707,208.3136444091797,-77.62212371826172,0.11852793395519257,22.633037567138672,9861,25088,59683,6108,18173,11653,0.17035868763923645,0.2941914200782776,-0.011862537823617458,-1.2864004373550415,-0.003111720085144043,0.021332761272788048
343.9232177734375,-42.25811767578125,210.68653869628906,-77.83200073242188,0.08603926002979279,22.955730438232422,18565,24064,23844,42203,60412,20869,0.27240338921546936,0.2858351469039917,-0.006848941091448069,-1.2827364206314087,-0.004084229469299316,0.024082321673631668
335.8384704589844,-42.25025177001953,213.08631896972656,-78.02671813964844,0.0897846594452858,23.30408477783203,27525,24320,54308,11483,53756,30341,0.2729755640029907,0.2780381143093109,0.006746760103851557,-1.278936505317688,-0.004359006881713867,0.024888059124350548
327.82537841796875,-42.24605941772461,215.4930877685547,-78.22339630126953,0.0048209792003035545,23.605998992919922,33925,14592,9765,56282,58364,36485,0.18581058084964752,0.2700161039829254,-0.041931673884391785,-1.276342511177063,-0.0053958892822265625,0.024335268884897232
318.18988037109375,-42.24839782714844,218.41226196289062,-78.46569061279297,-0.014408250339329243,23.832517623901367,36741,15872,18981,47322,58364,39301,0.06289450079202652,0.24286210536956787,0.05411801487207413,-1.2752084732055664,-0.005263686180114746,0.02433372102677822
311.8868103027344,-42.246463775634766,220.32728576660156,-78.64488983154297,0.08060531318187714,23.891544342041016,35973,22528,16165,49882,55804,38533,-0.01924060843884945,0.23823514580726624,0.1875622421503067,-1.2755322456359863,-0.004578113555908203,0.024645308032631874
302.3792419433594,-42.23170852661133,223.2109375,-78.93470764160156,0.1495034545660019,23.883665084838867,31877,34304,2597,62938,56572,34437,-0.110048808157444,0.22907274961471558,0.08984971791505814,-1.2771810293197632,-0.0031756162643432617,0.024566881358623505
296.07470703125,-42.211326599121094,225.11395263671875,-79.13595581054688,0.35968828201293945,23.823843002319336,28037,51200,55332,9947,50428,30853,-0.15724743902683258,0.22323444485664368,0.1877928525209427,-1.2787426710128784,-0.0014306306838989258,0.025280950590968132
286.5724182128906,-42.16963195800781,227.9614715576172,-79.44544982910156,0.32797741889953613,23.684194564819336,20869,50944,31524,33755,44540,23941,-0.22452907264232635,0.2140747457742691,0.022348908707499504,-1.281704306602478,-0.001565694808959961,0.02600003406405449
278.83990478515625,-42.131771087646484,230.25482177734375,-79.70396423339844,0.46980494260787964,23.510494232177734,13445,1025,5924,58843,46076,16517,-0.26488196849823,0.20848380029201508,0.16232900321483612,-1.2848289012908936,0.0003484487533569336,0.025816310197114944
269.5323181152344,-42.06029510498047,232.98023986816406,-80.01778411865234,0.7632201910018921,23.256107330322266,3973,28929,37923,26332,42492,6789,-0.29201337695121765,0.2003479152917862,0.23403474688529968,-1.2889059782028198,0.003534555435180664,0.02623230591416359
263.3390197753906,-41.992225646972656,234.7709197998047,-80.2209701538086,0.9697206020355225,23.078048706054688,63364,49409,15139,48348,38396,645,-0.2889483869075775,0.19277937710285187,0.22106881439685822,-1.2916364669799805,0.005815386772155762,0.026733027771115303
253.91168212890625,-41.8642463684082,237.463134765625,-80.50802612304688,1.2442858219146729,22.838815689086914,55172,6658,50722,11997,27644,58244,-0.21762371063232422,0.1713285595178604,0.28730544447898865,-1.2952498197555542,0.008190274238586426,0.028005657717585564
246.0614471435547,-41.738914489746094,239.68128967285156,-80.71583557128906,1.351486086845398,22.734691619873047,51844,20738,38178,23773,17148,55172,-0.11166360229253769,0.17807424068450928,0.20059698820114136,-1.2967195510864258,0.009528875350952148,0.029246268793940544
238.12969970703125,-41.60476303100586,241.9125518798828,-80.88766479492188,1.3687944412231445,22.74565887451172,52612,26626,40994,20957,64507,56708,0.009342161007225513,0.17197784781455994,0.0009110168321058154,-1.2963483333587646,0.009595036506652832,0.03143863007426262
228.5596466064453,-41.413631439208984,244.60650634765625,-81.0464859008789,1.8953137397766113,22.84994888305664,56964,12035,52002,7389,36859,61316,0.08645827323198318,0.15591761469841003,0.45118048787117004,-1.2946763038635254,0.014476895332336426,0.034729018807411194
219.33407592773438,-41.18006134033203,247.21437072753906,-81.17035675048828,2.13494610786438,23.022615432739258,61060,29699,65058,58844,6907,901,0.15814857184886932,0.147720605134964,-0.009251904673874378,-1.2929198741912842,0.01546633243560791,0.03829675167798996
211.57501220703125,-40.973876953125,249.4236602783203,-81.2450942993164,2.300133466720581,23.2335262298584,1669,56835,18211,37596,61433,10373,0.25127121806144714,0.13934504985809326,0.4807300865650177,-1.290271520614624,0.015949010848999023,0.04743071645498276
203.8887481689453,-40.7279052734375,251.63320922851562,-81.28196716308594,2.8006763458251953,23.503053665161133,11397,27140,47139,6364,45561,20357,0.322287917137146,0.1344536691904068,0.18320539593696594,-1.286392092704773,0.019321799278259277,0.04932727292180061
194.72683715820312,-40.40769577026367,254.30422973632812,-81.30316925048828,2.922747850418091,23.902767181396484,23685,46340,21028,31963,1018,31109,0.37099769711494446,0.11497420817613602,0.20461514592170715,-1.2813994884490967,0.021931052207946777,0.04682822898030281
187.3108673095703,-40.13158416748047,256.4997253417969,-81.22004699707031,3.1509313583374023,24.216571807861328,33157,2821,50468,1755,18426,39301,0.4006325900554657,0.1370394229888916,0.31947508454322815,-1.277613639831543,0.024859309196472168,0.04474363848567009
178.33009338378906,-39.76435470581055,259.20343017578125,-81.21028900146484,3.5098936557769775,24.69345474243164,48517,36613,30501,20442,42746,52357,0.4662531912326813,0.129354327917099,0.3350489139556885,-1.2717491388320923,0.029242277145385742,0.041823070496320724
169.44764709472656,-39.35576629638672,261.93365478515625,-81.16304016113281,4.0288262367248535,25.214290618896484,1414,19974,16934,31961,59642,3206,0.5033692121505737,0.12169605493545532,0.6169995665550232,-1.2649421691894531,0.03504467010498047,0.03982127457857132
162.00833129882812,-38.96853256225586,264.2655029296875,-81.11515045166016,4.432907581329346,25.644683837890625,16262,64774,55846,57304,18427,14982,0.47679999470710754,0.11019963026046753,0.48965054750442505,-1.2598470449447632,0.04075479507446289,0.036914072930812836
153.14920043945312,-38.469207763671875,267.09307861328125,-81.08422088623047,4.579383373260498,26.102975845336914,29318,8711,29223,19160,50171,25990,0.36874905228614807,0.1079791709780693,-0.0934295505285263,-1.2550313472747803,0.04277026653289795,0.03312992677092552
144.4095916748047,-37.975582122802734,269.92706298828125,-81.08165740966797,4.655655860900879,26.45707893371582,38534,15623,56103,58839,12028,33670,0.2696734070777893,0.10313940793275833,0.21834301948547363,-1.2517446279525757,0.04439187049865723,0.029868004843592644
136.86044311523438,-37.539302825927734,272.40069580078125,-81.1052017211914,4.748187065124512,26.66880226135254,43910,26631,5160,44759,35580,37766,0.17154709994792938,0.10234328359365463,0.203934907913208,-1.2499496936798096,0.04646730422973633,0.02705814316868782
128,-36.997169494628906,275.3207092285156,-81.1458740234375,5.2179694175720215,26.780635833740234,48006,7432,8232,41431,7165,37766,0.024863921105861664,0.047560106962919235,0.4340989589691162,-1.2494325637817383,0.05308699607849121,0.022619236260652542
120.3532943725586,-36.48634338378906,277.8421936035156,-80.64262390136719,5.552933216094971,26.565757751464844,48262,37640,2856,43735,39932,37766,-0.05185072869062424,-1.008437991142273,0.36637774109840393,-1.249674916267395,0.05528557300567627,0.02653483673930168
111.28290557861328,-35.85692596435547,280.826416015625,-78.93258666992188,5.672083854675293,25.935039520263672,45958,61192,56359,57047,13309,32390,-0.03670560568571091,-1.9368646144866943,0.5516807436943054,-1.2512661218643188,0.05947160720825195,0.021908797323703766
103.96127319335938,-35.32301330566406,283.2264404296875,-76.35798645019531,5.529946804046631,24.96424102783203,39302,53000,37415,12504,42237,24966,-0.19511477649211884,-3.7351324558258057,-0.04723822697997093,-1.2538951635360718,0.05974435806274414,0.01843908056616783
95.69148254394531,-34.701454162597656,285.9162902832031,-72.10787963867188,5.690470218658447,23.324127197265625,32902,28425,8231,34520,19452,19846,-0.16509011387825012,-4.204629421234131,-0.09910690784454346,-1.256641149520874,0.061278462409973145,0.028969330713152885
89.22807312011719,-34.19963073730469,287.9954528808594,-68.64218139648438,5.176009178161621,21.947160720825195,21894,9737,44326,64984,20220,10118,-0.2900999188423157,-3.803603410720825,-0.23833967745304108,-1.260510802268982,0.059351444244384766,0.028891054913401604
81.82177734375,-33.61330032348633,290.3389587402344,-64.65853118896484,5.329869747161865,20.255718231201172,9606,34313,65061,42713,12540,62085,-0.345264732837677,-3.7126471996307373,0.3271609842777252,-1.2658722400665283,0.06214451789855957,0.02980733849108219
75.92603302001953,-33.133209228515625,292.16839599609375,-61.60121536254883,4.971964359283447,18.912466049194336,62085,36617,21797,18650,50171,50309,-0.46606677770614624,-3.5650880336761475,0.0815349593758583,-1.2710652351379395,0.06172072887420654,0.03312590345740318
69.27561950683594,-32.581356048583984,294.17315673828125,-58.049217224121094,4.904823303222656,17.11709976196289,36997,266,61219,45019,10236,21637,-0.7537145018577576,-3.050873041152954,0.02040860429406166,-1.2824432849884033,0.06653022766113281,0.030066275969147682
63.063499450683594,-32.05042266845703,295.95172119140625,-55.56362533569336,4.770341873168945,15.377823829650879,63364,27658,46113,52701,50170,50564,-1.0734089612960815,-2.539435625076294,0.03781478852033615,-1.29967200756073,0.06767237186431885,0.0409613773226738
57.98795700073242,-31.598936080932617,297.3014221191406,-53.64580535888672,4.749234676361084,13.644111633300781,19588,45578,5151,28640,2299,3972,-1.4724586009979248,-2.498053789138794,-0.21662315726280212,-1.320933222770691,0.07156026363372803,0.0388583280146122
52.155364990234375,-31.0852108001709,298.6777038574219,-51.25611877441406,4.472882270812988,11.0399169921875,9091,34314,6426,29925,22523,57474,-1.9747262001037598,-2.3612120151519775,-0.3074236512184143,-1.3613064289093018,0.07303881645202637,0.03642438352108002
47.46907424926758,-30.689836502075195,299.6021728515625,-49.788002014160156,4.071563720703125,8.904441833496094,3458,36361,45588,63978,8700,52865,-2.3504953384399414,-2.088278293609619,-0.015988139435648918,-1.4053503274917603,0.06876754760742188,0.030256856232881546
42.26388168334961,-30.259933471679688,300.3903503417969,-47.830135345458984,3.9154815673828125,6.078804016113281,3201,26633,20237,21746,28155,53888,-1.9361454248428345,-1.6072986125946045,-0.37258657813072205,-1.4635089635849,0.06936132907867432,0.035760827362537384
37.21820831298828,-29.860445022583008,300.8858337402344,-46.15037155151367,3.6022746562957764,3.129873037338257,28800,34057,26372,19707,6396,10112,-2.9848508834838867,-1.5807489156723022,0.16257010400295258,-1.5339363813400269,0.07331585884094238,0.030548425391316414
32.350704193115234,-29.48267364501953,301.0545654296875,-44.76118469238281,3.402949333190918,0.12363684177398682,27776,16137,32507,11780,24827,10368,-2.8455135822296143,-1.2579925060272217,-0.04108690842986107,-1.6035726070404053,0.07349240779876709,0.036162372678518295
27.644750595092773,-29.128276824951172,300.9092102050781,-43.34513473510742,3.2460439205169678,-2.8049097061157227,385,521,54514,54796,57338,49536,-2.9648637771606445,-1.0464370250701904,0.09742145985364914,-1.6715385913848877,0.0741657018661499,0.04011175036430359
23.11573600769043,-28.792755126953125,300.45867919921875,-42.20516586303711,3.106630802154541,-5.667816162109375,6786,59144,48106,60436,31226,55681,-2.9531571865081787,-0.6607412099838257,0.12923189997673035,-1.7354788780212402,0.07582879066467285,0.04320184513926506
18.759052276611328,-28.471336364746094,299.7265930175781,-40.48896408081055,2.9697399139404297,-8.112263679504395,43651,40712,57058,50716,2298,28035,-2.7035021781921387,-1.2313510179519653,-0.008569118566811085,-1.7982245683670044,0.07627272605895996,0.046652909368276596
14.580968856811523,-28.166349411010742,298.7364196777344,-39.324066162109375,2.8916070461273193,-10.788056373596191,53637,51464,58842,50468,12026,35461,-2.76059627532959,-0.17515124380588531,0.09399072080850601,-1.8631317615509033,0.07896018028259277,0.045501112937927246
10.492308616638184,-27.851598739624023,297.44573974609375,-38.150638580322266,3.2860164642333984,-13.731492042541504,28040,3082,30419,20780,32251,648,-3.391439199447632,-0.15743307769298553,1.3432496786117554,-1.9257251024246216,0.0859835147857666,0.03528127074241638
6.477101802825928,-27.49062156677246,295.8674621582031,-37.22282409667969,3.388273000717163,-15.773837089538574,22411,58377,18636,61491,60416,1675,-1.6465365886688232,0.44889745116233826,-0.33880719542503357,-1.9896763563156128,0.06777775287628174,-0.007231208961457014
2.485753059387207,-27.144271850585938,294.0670471191406,-36.69091796875,3.4412341117858887,-18.014171600341797,36751,35339,62403,65339,34556,65166,-3.6969189643859863,0.9424108266830444,1.715525507926941,-2.0609493255615234,0.0924750566482544,0.027171075344085693
-0.7960466146469116,-26.79832649230957,292.3083190917969,-35.39027786254883,3.896150588989258,-20.41214370727539,35731,27147,189,63298,26364,64402,-2.364654779434204,0.0010241912677884102,-0.22079350054264069,-2.123945951461792,0.09082889556884766,0.028157182037830353
-4.643077850341797,-26.408445358276367,289.9480285644531,-34.305274963378906,3.2698636054992676,-22.433151245117188,38040,15626,19381,45642,37116,8088,-2.3760032653808594,0.2563560903072357,-0.2735891044139862,-2.196284770965576,0.0807039737701416,0.02687958814203739
-7.7490973472595215,-26.111574172973633,287.7852783203125,-33.063358306884766,3.1420164108276367,-24.407014846801758,65180,26121,28591,35920,27644,39068,-2.525357246398926,0.24277648329734802,-0.19336873292922974,-2.25374436378479,0.07474231719970703,0.028010230511426926
-11.406143188476562,-25.77501106262207,284.8934326171875,-31.576417922973633,2.7771873474121094,-26.6185302734375,24994,26376,8617,55126,15612,3490,-2.386026620864868,0.347236692905426,-0.2786329686641693,-2.3186399936676025,0.06820952892303467,0.029425209388136864
-14.392098426818848,-25.511276245117188,282.2175598144531,-30.14202308654785,2.6476709842681885,-28.607406616210938,679,59143,22948,40283,1532,46502,-2.4146196842193604,0.40096285939216614,-0.23900263011455536,-2.370712995529175,0.06542575359344482,0.031130049377679825
-17.787092208862305,-25.223188400268555,278.7721252441406,-28.410253524780273,2.3723151683807373,-30.830581665039062,22700,7,25247,38240,10236,6572,-2.4703240394592285,0.4252931475639343,-0.18331378698349,-2.4277875423431396,0.058586835861206055,0.030067753046751022
-20.483491897583008,-25.002267837524414,275.67645263671875,-26.93502426147461,2.1852211952209473,-32.68919372558594,49072,37638,46747,13668,23291,33456,-2.4973251819610596,0.6352746486663818,-0.07634753733873367,-2.47243332862854,0.06040596961975098,0.03633829578757286
-23.5804443359375,-24.76256561279297,271.6959533691406,-25.55011749267578,2.0842976570129395,-34.68589782714844,28341,65029,9880,43623,40953,12981,-1.8682628870010376,0.8184848427772522,0.869478166103363,-2.51798152923584,0.06787598133087158,0.04988092929124832
-25.625089645385742,-24.609830856323242,268.8651123046875,-25.242115020751953,1.8122272491455078,-35.63600158691406,15031,11269,54934,57960,19192,2999,-1.2270511388778687,0.9789181351661682,0.3172198534011841,-2.5350067615509033,0.07262098789215088,0.06030081957578659
-28.613506317138672,-24.38922882080078,264.5619812011719,-25.09090232849121,1.4329019784927368,-36.513858795166016,64695,39683,16534,11881,33524,64183,-0.21335871517658234,-0.11183324456214905,-1.5748507976531982,-2.5412089824676514,0.09018516540527344,0.0899280458688736
-30.634456634521484,-24.290515899658203,261.60723876953125,-25.287710189819336,1.3815556764602661,-37.253822326660156,47544,29956,51605,46697,26869,40632,-0.4724203944206238,1.9235304594039917,0.9508309364318848,-2.548340082168579,0.08823847770690918,0.08287417888641357
-33.18977737426758,-24.139423370361328,257.79949951171875,-25.430126190185547,1.5123308897018433,-38.17381286621094,14777,44803,27797,10602,19190,10937,-0.24307173490524292,0.7435570359230042,-0.10769069939851761,-2.5535616874694824,0.07922792434692383,0.07597251981496811
-36.29349136352539,-23.967493057250977,253.11865234375,-25.829866409301758,1.325010061264038,-39.09009552001953,31417,28931,16021,10602,10228,32185,-0.15328028798103333,0.7643195986747742,-0.7686091661453247,-2.5552213191986084,0.09215342998504639,0.09270017594099045
-38.892608642578125,-23.88022804260254,249.18211364746094,-26.167463302612305,0.6863605380058289,-39.73474884033203,55225,13827,65428,50538,55800,51129,-0.20455849170684814,1.9378118515014648,0.35720303654670715,-2.5602221488952637,0.06055343151092529,0.055936794728040695
-41.51445770263672,-23.77794075012207,245.17762756347656,-26.330350875854492,0.7715736627578735,-40.29230880737305,5562,12289,52372,2923,45049,7610,0.006883874535560608,-0.09284262359142303,-1.2656186819076538,-2.5629842281341553,0.046425580978393555,0.04937128722667694
-44.18632125854492,-23.722185134887695,241.08705139160156,-26.995988845825195,0.4576931297779083,-41.38774490356445,18106,14849,44436,13931,43002,18874,-0.06685002148151398,1.1943379640579224,0.1132495105266571,-2.5649402141571045,0.04028892517089844,0.041806478053331375
-46.964813232421875,-23.668821334838867,236.8248748779297,-27.578535079956055,0.44164416193962097,-42.274749755859375,5050,14849,52884,5483,49658,5818,0.05445966124534607,0.8876932263374329,-0.7651268839836121,-2.5631015300750732,0.03960108757019043,0.04102038964629173
-49.819149017333984,-23.636768341064453,232.46473693847656,-28.34229278564453,0.39671415090560913,-43.10489273071289,45241,20737,3733,55914,24571,45497,0.23450586199760437,1.0639621019363403,0.5058145523071289,-2.5596020221710205,0.035909175872802734,0.036194831132888794
-52.769344329833984,-23.587806701660156,228.0018768310547,-29.137371063232422,0.4726850688457489,-43.821434020996094,5561,22529,30101,29802,27899,5561,0.29642680287361145,1.0081329345703125,-0.11107469350099564,-2.5539112091064453,0.0356297492980957,0.035794343799352646
-55.77959060668945,-23.538496017456055,223.50634765625,-29.97657585144043,0.48371243476867676,-44.44811248779297,22712,20225,62613,62569,20219,22968,0.3573317527770996,0.9598304033279419,-0.1220967248082161,-2.5469319820404053,0.03615164756774902,0.03670704364776611
-58.92939376831055,-23.49945831298828,218.86878967285156,-30.789339065551758,0.23070749640464783,-45.03713607788086,39351,47104,30102,30825,36347,40631,0.3075866997241974,0.901599109172821,-0.27158790826797485,-2.5399796962738037,0.03186357021331787,0.03477482125163078
-62.164085388183594,-23.486215591430664,214.1627197265625,-31.5036563873291,0.03421005234122276,-45.62846755981445,8119,18176,51350,10601,58363,10167,0.19338752329349518,0.8465344905853271,-0.2984881103038788,-2.535557270050049,0.027666687965393066,0.03214755654335022
-65.47116088867188,-23.49131202697754,209.38743591308594,-32.23613739013672,-0.05125650390982628,-46.44145202636719,59318,11776,61334,873,60411,61622,0.14012746512889862,0.9451819062232971,0.13540738821029663,-2.533491611480713,0.02700674533843994,0.03191883862018585
-68.79621124267578,-23.489856719970703,204.6060333251953,-32.8204345703125,0.017235042527318,-47.13639450073242,54454,9728,64662,63336,8700,56502,0.055582404136657715,0.9185428023338318,-0.1022927463054657,-2.532806873321533,0.02551722526550293,0.030274493619799614
-72.24090576171875,-23.4906063079834,199.66427612304688,-33.39125061035156,-0.014646047726273537,-47.864891052246094,47030,5632,4247,57704,53755,49590,0.032667484134435654,0.8901598453521729,-0.029613101854920387,-2.531708240509033,0.02719902992248535,0.03270240128040314
